date,open,high,low,close,adj_close,volume
2014-05-02,188.30999755859375,189.13999938964844,187.77999877929688,188.05999755859375,153.0352325439453,98122000
2014-05-05,187.13999938964844,188.5500030517578,186.6199951171875,188.4199981689453,153.32823181152344,75883000
2014-05-06,188.0,188.1300048828125,186.74000549316406,186.77999877929688,151.9936065673828,85454000
2014-05-07,187.41000366210938,187.97000122070312,186.00999450683594,187.8800048828125,152.8887939453125,106500000
2014-05-08,187.7100067138672,189.0500030517578,187.0800018310547,187.67999267578125,152.72604370117188,93618000
2014-05-09,187.7100067138672,188.0399932861328,186.8300018310547,187.9600067138672,152.95391845703125,83679000
2014-05-12,188.8000030517578,189.8800048828125,188.0,189.7899932861328,154.4429931640625,86940000
2014-05-13,190.0399932861328,190.4199981689453,189.77000427246094,189.9600067138672,154.5813751220703,66454000
2014-05-14,189.7899932861328,189.8800048828125,188.7899932861328,189.05999755859375,153.84896850585938,72367000
2014-05-15,188.67999267578125,188.72000122070312,186.47999572753906,187.39999389648438,152.49827575683594,154956000
2014-05-16,187.50999450683594,188.1300048828125,186.72000122070312,188.0500030517578,153.02713012695312,97458000
2014-05-19,187.69000244140625,188.88999938964844,187.52000427246094,188.74000549316406,153.58860778808594,63839000
2014-05-20,188.64999389648438,188.6699981689453,187.07000732421875,187.5500030517578,152.6202392578125,111644000
2014-05-21,188.08999633789062,189.22000122070312,188.05999755859375,189.1300048828125,153.906005859375,89093000
2014-05-22,189.17999267578125,189.97999572753906,188.86000061035156,189.58999633789062,154.28028869628906,61549000
2014-05-23,189.75999450683594,190.47999572753906,189.58999633789062,190.35000610351562,154.89877319335938,61092800
2014-05-27,191.05999755859375,191.5800018310547,190.9499969482422,191.52000427246094,155.85086059570312,72010000
2014-05-28,191.52000427246094,191.82000732421875,191.05999755859375,191.3800048828125,155.7369842529297,66723000
2014-05-29,191.82000732421875,192.39999389648438,191.3300018310547,192.3699951171875,156.54257202148438,64377000
2014-05-30,192.19000244140625,192.8000030517578,192.02999877929688,192.67999267578125,156.79483032226562,76316000
2014-06-02,192.9499969482422,192.99000549316406,191.97000122070312,192.89999389648438,156.97384643554688,64656000
2014-06-03,192.42999267578125,192.89999389648438,192.25,192.8000030517578,156.89251708984375,65047000
2014-06-04,192.47000122070312,193.3000030517578,192.27000427246094,193.19000244140625,157.2098388671875,55529000
2014-06-05,193.41000366210938,194.64999389648438,192.6999969482422,194.4499969482422,158.23519897460938,92103000
2014-06-06,194.8699951171875,195.42999267578125,194.77999877929688,195.3800048828125,158.99197387695312,78696000
2014-06-09,195.35000610351562,196.0500030517578,195.1699981689453,195.5800018310547,159.15472412109375,65119000
2014-06-10,195.33999633789062,195.63999938964844,194.9199981689453,195.60000610351562,159.17105102539062,57129000
2014-06-11,194.89999389648438,195.1199951171875,194.47999572753906,194.9199981689453,158.61766052246094,68772000
2014-06-12,194.69000244140625,194.8000030517578,193.11000061035156,193.5399932861328,157.49464416503906,106350000
2014-06-13,193.9199981689453,194.32000732421875,193.3000030517578,194.1300048828125,157.97476196289062,82017000
2014-06-16,193.88999938964844,194.6999969482422,193.66000366210938,194.2899932861328,158.10496520996094,87424000
2014-06-17,194.02000427246094,194.97000122070312,193.80999755859375,194.8300018310547,158.5443878173828,84834000
2014-06-18,194.8300018310547,196.3699951171875,194.39999389648438,196.25999450683594,159.7080841064453,105267000
2014-06-19,196.42999267578125,196.60000610351562,195.8000030517578,196.47999572753906,159.88711547851562,85929000
2014-06-20,196.02999877929688,196.10000610351562,195.6999969482422,195.94000244140625,160.21173095703125,100587000
2014-06-23,195.99000549316406,196.0500030517578,195.52000427246094,195.8800048828125,160.1626739501953,70611000
2014-06-24,195.52999877929688,196.5,194.47999572753906,194.6999969482422,159.19778442382812,96237000
2014-06-25,194.2899932861328,195.77999877929688,194.25,195.5800018310547,159.91734313964844,82782000
2014-06-26,195.61000061035156,195.6300048828125,194.1300048828125,195.44000244140625,159.8029022216797,84312000
2014-06-27,194.97999572753906,195.8800048828125,194.88999938964844,195.82000732421875,160.11363220214844,71445100
2014-06-30,195.6999969482422,196.1699981689453,195.52999877929688,195.72000122070312,160.03182983398438,70201200
2014-07-01,196.1999969482422,197.6300048828125,196.1300048828125,197.02999877929688,161.1029815673828,90470000
2014-07-02,197.0500030517578,197.47999572753906,196.9600067138672,197.22999572753906,161.2664794921875,52475000
2014-07-03,197.7899932861328,198.2899932861328,197.63999938964844,198.1999969482422,162.05958557128906,52938800
2014-07-07,197.82000732421875,197.97999572753906,197.22000122070312,197.50999450683594,161.49545288085938,61696000
2014-07-08,197.14999389648438,197.22000122070312,195.75999450683594,196.24000549316406,160.45700073242188,108143000
2014-07-09,196.72999572753906,197.3000030517578,196.30999755859375,197.1199951171875,161.17654418945312,72992000
2014-07-10,195.22000122070312,196.86000061035156,195.05999755859375,196.33999633789062,160.53875732421875,99040000
2014-07-11,196.22000122070312,196.75,195.77999877929688,196.61000061035156,160.759521484375,64243000
2014-07-14,197.61000061035156,197.86000061035156,197.44000244140625,197.60000610351562,161.5690155029297,58658000
2014-07-15,197.72000122070312,198.10000610351562,196.36000061035156,197.22999572753906,161.2664794921875,111307000
2014-07-16,198.11000061035156,198.25999450683594,197.4199981689453,197.9600067138672,161.86337280273438,79986400
2014-07-17,197.35000610351562,198.10000610351562,195.42999267578125,195.7100067138672,160.02366638183594,145398000
2014-07-18,196.35000610351562,197.91000366210938,196.24000549316406,197.7100067138672,161.65896606445312,124330000
2014-07-21,197.08999633789062,197.5,196.42999267578125,197.33999633789062,161.35643005371094,67592000
2014-07-22,198.00999450683594,198.55999755859375,197.8699951171875,198.1999969482422,162.05958557128906,67678000
2014-07-23,198.5,198.85000610351562,198.10000610351562,198.63999938964844,162.41937255859375,65612000
2014-07-24,198.8300018310547,199.05999755859375,198.4499969482422,198.64999389648438,162.42758178710938,56888000
2014-07-25,198.08999633789062,198.25999450683594,197.3300018310547,197.72000122070312,161.6671600341797,76837000
2014-07-28,197.75999450683594,198.08999633789062,196.6199951171875,197.8000030517578,161.7325439453125,69259000
2014-07-29,198.1699981689453,198.4499969482422,196.9199981689453,196.9499969482422,161.0375518798828,80466000
2014-07-30,197.64999389648438,197.91000366210938,196.16000366210938,196.97999572753906,161.06204223632812,104222000
2014-07-31,195.61000061035156,195.77999877929688,192.97000122070312,193.08999633789062,157.88136291503906,183479000
2014-08-01,192.55999755859375,193.75999450683594,191.57000732421875,192.5,157.3989715576172,189261000
2014-08-04,192.8699951171875,194.3000030517578,192.0500030517578,193.88999938964844,158.5355224609375,91340000
2014-08-05,193.10000610351562,193.60000610351562,191.30999755859375,192.00999450683594,156.9983367919922,152690000
2014-08-06,191.11000061035156,192.88999938964844,191.0800018310547,192.07000732421875,157.04737854003906,94818000
2014-08-07,192.94000244140625,193.1300048828125,190.5500030517578,191.02999877929688,156.19703674316406,135733000
2014-08-08,191.4600067138672,193.3699951171875,190.9499969482422,193.24000549316406,158.0040283203125,117014000
2014-08-11,193.97000122070312,194.66000366210938,193.7100067138672,193.8000030517578,158.46194458007812,74544000
2014-08-12,193.61000061035156,194.14999389648438,192.94000244140625,193.52999877929688,158.24114990234375,73632000
2014-08-13,194.2899932861328,195.05999755859375,193.9600067138672,194.83999633789062,159.3123321533203,69047000
2014-08-14,195.16000366210938,195.75999450683594,194.97999572753906,195.75999450683594,160.06446838378906,57371000
2014-08-15,196.47000122070312,196.64999389648438,194.30999755859375,195.72000122070312,160.03182983398438,139951000
2014-08-18,196.8000030517578,197.4499969482422,196.69000244140625,197.36000061035156,161.37277221679688,75424000
2014-08-19,197.83999633789062,198.5399932861328,197.44000244140625,198.38999938964844,162.21499633789062,59135000
2014-08-20,198.1199951171875,199.16000366210938,198.0800018310547,198.9199981689453,162.64834594726562,72763000
2014-08-21,199.08999633789062,199.75999450683594,198.92999267578125,199.5,163.12255859375,67791000
2014-08-22,199.33999633789062,199.69000244140625,198.74000549316406,199.19000244140625,162.8690948486328,76107000
2014-08-25,200.13999938964844,200.58999633789062,199.14999389648438,200.1999969482422,163.6949005126953,63855000
2014-08-26,200.3300018310547,200.82000732421875,200.27999877929688,200.3300018310547,163.80123901367188,47298000
2014-08-27,200.42999267578125,200.57000732421875,199.94000244140625,200.25,163.73582458496094,47874000
2014-08-28,199.58999633789062,200.27000427246094,199.38999938964844,200.13999938964844,163.64588928222656,58330000
2014-08-29,200.4499969482422,200.72999572753906,199.82000732421875,200.7100067138672,164.1118927001953,65907000
2014-09-02,200.97000122070312,201.0,199.86000061035156,200.61000061035156,164.03021240234375,72426000
2014-09-03,201.3800048828125,201.41000366210938,200.22000122070312,200.5,163.940185546875,57462000
2014-09-04,200.83999633789062,201.5800018310547,199.66000366210938,200.2100067138672,163.7030792236328,85236000
2014-09-05,200.1699981689453,201.19000244140625,199.41000366210938,201.11000061035156,164.43899536132812,102177000
2014-09-08,200.9199981689453,201.2100067138672,200.0,200.58999633789062,164.01382446289062,64146000
2014-09-09,200.41000366210938,200.5500030517578,198.91000366210938,199.32000732421875,162.97537231445312,88591000
2014-09-10,199.42999267578125,200.1999969482422,198.77000427246094,200.07000732421875,163.58868408203125,67251000
2014-09-11,199.27000427246094,200.3300018310547,199.1199951171875,200.3000030517578,163.77667236328125,66774400
2014-09-12,200.10000610351562,200.1199951171875,198.55999755859375,199.1300048828125,162.8200225830078,117409300
2014-09-15,199.16000366210938,199.32000732421875,198.3800048828125,198.97999572753906,162.69735717773438,76401000
2014-09-16,198.61000061035156,200.83999633789062,198.5,200.47999572753906,163.9238739013672,116201000
2014-09-17,200.77000427246094,201.67999267578125,199.75,200.75,164.14463806152344,151266000
2014-09-18,201.36000061035156,201.85000610351562,201.10000610351562,201.82000732421875,165.01950073242188,94990000
2014-09-19,201.52000427246094,201.89999389648438,200.2899932861328,200.6999969482422,164.87088012695312,121649000
2014-09-22,200.35000610351562,200.3800048828125,198.72999572753906,199.14999389648438,163.59759521484375,125553000
2014-09-23,198.42999267578125,199.25999450683594,197.9499969482422,198.00999450683594,162.66107177734375,111393000
2014-09-24,198.0399932861328,199.69000244140625,197.52000427246094,199.55999755859375,163.93435668945312,107276000
2014-09-25,199.0399932861328,199.0500030517578,196.27000427246094,196.33999633789062,161.2891845703125,150300000
2014-09-26,196.6999969482422,198.38999938964844,196.4199981689453,197.89999389648438,162.57069396972656,103547000
2014-09-29,196.1999969482422,197.88999938964844,196.0500030517578,197.5399932861328,162.27491760253906,95112000
2014-09-30,197.69000244140625,198.3000030517578,196.61000061035156,197.02000427246094,161.8478546142578,131302000
2014-10-01,196.6999969482422,196.77000427246094,193.91000366210938,194.35000610351562,159.65447998046875,177798000
2014-10-02,194.17999267578125,195.05999755859375,192.35000610351562,194.3800048828125,159.67904663085938,157285000
2014-10-03,195.67999267578125,196.94000244140625,195.0800018310547,196.52000427246094,161.43707275390625,121569000
2014-10-06,197.33999633789062,197.60000610351562,195.5800018310547,196.2899932861328,161.24810791015625,104778000
2014-10-07,195.27999877929688,195.72000122070312,193.22000122070312,193.25999450683594,158.759033203125,147913000
2014-10-08,193.3699951171875,196.9199981689453,192.36000061035156,196.63999938964844,161.53565979003906,186461000
2014-10-09,196.3300018310547,196.60000610351562,192.5800018310547,192.74000549316406,158.33187866210938,210705000
2014-10-10,192.69000244140625,193.64999389648438,190.49000549316406,190.5399932861328,156.524658203125,221909000
2014-10-13,190.4600067138672,191.14999389648438,187.3000030517578,187.41000366210938,153.9534149169922,230939000
2014-10-14,188.4199981689453,189.82000732421875,187.0399932861328,187.6999969482422,154.19161987304688,215847000
2014-10-15,185.16000366210938,187.69000244140625,181.9199981689453,186.42999267578125,153.1483917236328,380715000
2014-10-16,183.05999755859375,187.5800018310547,182.88999938964844,186.27000427246094,153.01690673828125,270391000
2014-10-17,188.4199981689453,189.75,187.6199951171875,188.47000122070312,154.82412719726562,214625000
2014-10-20,188.1300048828125,190.4499969482422,188.07000732421875,190.3000030517578,156.3274688720703,130011000
2014-10-21,191.67999267578125,194.1999969482422,191.47999572753906,194.07000732421875,159.4244384765625,154949000
2014-10-22,194.41000366210938,194.91000366210938,192.61000061035156,192.69000244140625,158.29078674316406,151822000
2014-10-23,194.6199951171875,196.1999969482422,194.25999450683594,194.92999267578125,160.13095092773438,154944000
2014-10-24,195.25,196.49000549316406,194.49000549316406,196.42999267578125,161.3630828857422,117927000
2014-10-27,195.72999572753906,196.4499969482422,195.02999877929688,196.16000366210938,161.14137268066406,82954000
2014-10-28,196.82000732421875,198.4199981689453,196.72999572753906,198.41000366210938,162.98965454101562,106736000
2014-10-29,198.5500030517578,199.1199951171875,196.8000030517578,198.11000061035156,162.74322509765625,142557000
2014-10-30,197.5800018310547,199.9499969482422,197.39999389648438,199.3800048828125,163.7864532470703,113330000
2014-10-31,201.77999877929688,201.82000732421875,200.77000427246094,201.66000366210938,165.6594696044922,146903000
2014-11-03,201.9199981689453,202.4499969482422,201.30999755859375,201.77000427246094,165.74984741210938,93600000
2014-11-04,201.22999572753906,201.60000610351562,200.05999755859375,201.07000732421875,165.17481994628906,93343000
2014-11-05,202.5399932861328,202.58999633789062,201.4499969482422,202.33999633789062,166.21810913085938,91709000
2014-11-06,202.38999938964844,203.25999450683594,201.63999938964844,203.14999389648438,166.88348388671875,107089000
2014-11-07,203.1699981689453,203.60000610351562,202.61000061035156,203.33999633789062,167.03955078125,89540000
2014-11-10,203.3800048828125,204.0399932861328,203.1300048828125,203.97999572753906,167.56527709960938,66319000
2014-11-11,204.05999755859375,204.30999755859375,203.64999389648438,204.17999267578125,167.72955322265625,54499400
2014-11-12,203.35000610351562,204.24000549316406,203.30999755859375,203.9600067138672,167.5488739013672,90120300
2014-11-13,204.16000366210938,204.8300018310547,203.2100067138672,204.19000244140625,167.73779296875,85357900
2014-11-14,204.10000610351562,204.49000549316406,203.72000122070312,204.24000549316406,167.77890014648438,80417500
2014-11-17,203.85000610351562,204.5800018310547,203.64999389648438,204.3699951171875,167.88565063476562,80441000
2014-11-18,204.44000244140625,205.9199981689453,204.44000244140625,205.5500030517578,168.85499572753906,76068100
2014-11-19,205.30999755859375,205.5500030517578,204.3000030517578,205.22000122070312,168.58389282226562,82373000
2014-11-20,204.25999450683594,205.7100067138672,204.17999267578125,205.5800018310547,168.8796844482422,72840300
2014-11-21,207.63999938964844,207.83999633789062,205.97999572753906,206.67999267578125,169.7832794189453,142327300
2014-11-24,207.1699981689453,207.38999938964844,206.91000366210938,207.25999450683594,170.25973510742188,65880800
2014-11-25,207.5399932861328,207.7899932861328,206.8000030517578,207.11000061035156,170.13650512695312,79108300
2014-11-26,207.2899932861328,207.75999450683594,207.02999877929688,207.63999938964844,170.5719757080078,62167800
2014-11-28,207.49000549316406,207.8699951171875,206.91000366210938,207.1999969482422,170.2103729248047,57890100
2014-12-01,206.39999389648438,206.5399932861328,205.3800048828125,205.75999450683594,169.02752685546875,103968400
2014-12-02,205.80999755859375,207.33999633789062,205.77999877929688,207.08999633789062,170.12008666992188,74507200
2014-12-03,207.3000030517578,208.14999389648438,207.10000610351562,207.88999938964844,170.7772979736328,68952000
2014-12-04,207.5399932861328,208.27000427246094,206.6999969482422,207.66000366210938,170.58834838867188,91316600
2014-12-05,207.8699951171875,208.47000122070312,207.5500030517578,208.0,170.86766052246094,91025500
2014-12-08,207.52000427246094,208.1199951171875,205.92999267578125,206.61000061035156,169.7257537841797,108588200
2014-12-09,204.3699951171875,206.60000610351562,203.91000366210938,206.47000122070312,169.6107635498047,125180100
2014-12-10,205.91000366210938,205.97999572753906,202.92999267578125,203.16000366210938,166.89170837402344,159856400
2014-12-11,203.8800048828125,206.19000244140625,203.7100067138672,204.19000244140625,167.73779296875,159012800
2014-12-12,202.63999938964844,203.82000732421875,200.85000610351562,200.88999938964844,165.02685546875,202330200
2014-12-15,201.97999572753906,202.52999877929688,198.77999877929688,199.50999450683594,163.89328002929688,189965800
2014-12-16,198.5800018310547,202.39999389648438,197.86000061035156,197.91000366210938,162.5789031982422,259543800
2014-12-17,198.44000244140625,202.33999633789062,198.2899932861328,201.7899932861328,165.76629638671875,253910100
2014-12-18,204.74000549316406,212.97000122070312,203.9199981689453,206.77999877929688,169.8654022216797,257633900
2014-12-19,206.42999267578125,207.3300018310547,205.61000061035156,206.52000427246094,170.5881805419922,245084600
2014-12-22,206.75,207.47000122070312,206.4600067138672,207.47000122070312,171.3729705810547,148318900
2014-12-23,208.1699981689453,208.22999572753906,207.39999389648438,207.75,171.6042022705078,122167900
2014-12-24,208.02000427246094,208.33999633789062,207.72000122070312,207.77000427246094,171.62074279785156,42963400
2014-12-26,208.30999755859375,208.85000610351562,208.25,208.44000244140625,172.17420959472656,57326700
2014-12-29,208.22000122070312,208.97000122070312,208.13999938964844,208.72000122070312,172.40542602539062,79643900
2014-12-30,208.2100067138672,208.3699951171875,207.50999450683594,207.60000610351562,171.48028564453125,73540800
2014-12-31,207.99000549316406,208.19000244140625,205.38999938964844,205.5399932861328,169.77870178222656,130333800
2015-01-02,206.3800048828125,206.8800048828125,204.17999267578125,205.42999267578125,169.68780517578125,121465900
2015-01-05,204.1699981689453,204.3699951171875,201.35000610351562,201.72000122070312,166.6233367919922,169632600
2015-01-06,202.08999633789062,202.72000122070312,198.86000061035156,199.82000732421875,165.05393981933594,209151400
2015-01-07,201.4199981689453,202.72000122070312,200.8800048828125,202.30999755859375,167.11073303222656,125346700
